"Kernel Name","traffic","dpAI","spAI","dpPerf","spPerf","xtime","Block Size","Grid Size","device","intops","intPerf","intAI","targetName","exeArgs","kernelName"
"srad2(float, int, int, long, const int *, const int *, const int *, const int *, const float *, const float *, const float *, const float *, const float *, float *)",536924731182.8,0.0,0.35973063156529106,0.0,193148272651.41278,11904.0,"(256, 1, 1)","(899, 1, 1)","NVIDIA GeForce RTX 3080",11957230.0,1004471606182.7955,1.8707866258461017,"srad-cuda","1000 0.5 502 458","srad2"
"prepare(long, const float *, float *, float *)",351582822085.89,0.0,0.125368435978334,0.0,44077388521.7569,5216.0,"(256, 1, 1)","(899, 1, 1)","NVIDIA GeForce RTX 3080",1610324.0,308727760736.1963,0.878108204788161,"srad-cuda","1000 0.5 502 458","prepare"
"prepare(long, const float *, float *, float *)",342511627906.98,0.0,0.12194445429125922,0.0,41767393553.527504,5504.0,"(256, 1, 1)","(899, 1, 1)","NVIDIA GeForce RTX 3080",1610324.0,292573401162.7907,0.8541999083378519,"srad-cuda","1000 0.5 502 458","prepare"
"srad(float, int, int, long, const int *, const int *, const int *, const int *, float *, float *, float *, float *, float, float *, const float *)",430593939393.94,0.0,3.5900006606780828,0.0,1545832526908.223,10560.0,"(256, 1, 1)","(899, 1, 1)","NVIDIA GeForce RTX 3080",15640874.0,1481143371212.121,3.439768272857781,"srad-cuda","1000 0.5 502 458","srad"
"extract(long, float *)",251911111111.11,0.0,4.225401220465224,0.0,1064425516337.6348,4320.0,"(256, 1, 1)","(899, 1, 1)","NVIDIA GeForce RTX 3080",2760132.0,638919444444.4445,2.536289255469313,"srad-cuda","1000 0.5 502 458","extract"
"reduce(long, int, int, float *, float *)",168402173913.04,0.0,0.23099857478318558,0.0,38900662164.3024,11776.0,"(256, 1, 1)","(899, 1, 1)","NVIDIA GeForce RTX 3080",5301032.0,450155570652.1739,2.6730983347318693,"srad-cuda","1000 0.5 502 458","reduce"
"reduce(long, int, int, float *, float *)",14676056338.03,0.0,0.026809298965522657,0.0,393454782.00109994,4544.0,"(256, 1, 1)","(4, 1, 1)","NVIDIA GeForce RTX 3080",29616.0,6517605633.802816,0.4440978886755683,"srad-cuda","1000 0.5 502 458","reduce"
"__omp_offloading_10309_2f04baa__Z11contractionIfEvPKT_S2_PS0_iii_l18",118684752670.09,0.0,3.8948400608370743,0.0,462258129310.0065,431236160.0,"(256, 1, 1)","(3200, 1, 1)","NVIDIA GeForce RTX 3080",231472455542.0,536764949261.21216,4.52261084246657,"contract-omp","64 5","__omp_offloading_10309_2f04baa__Z11contractionIfEvPKT_S2_PS0_iii_l18"
"__omp_offloading_10309_2f04baa__Z11contractionIfEvPKT_S2_PS0_iii_l18",120273809870.23,0.0,3.8447902361083006,0.0,462427569848.60645,431070976.0,"(256, 1, 1)","(3200, 1, 1)","NVIDIA GeForce RTX 3080",231472455542.0,536970634603.8012,4.464568264555419,"contract-omp","64 5","__omp_offloading_10309_2f04baa__Z11contractionIfEvPKT_S2_PS0_iii_l18"
"__omp_offloading_10309_2f04baa__Z11contractionIdEvPKT_S2_PS0_iii_l18",68214950569.45,1.0622148673452454,0.0,72458934670.0908,0.0,2751234656.0,"(256, 1, 1)","(3200, 1, 1)","NVIDIA GeForce RTX 3080",231469727606.0,84133037180.67151,1.233351874894569,"contract-omp","64 5","__omp_offloading_10309_2f04baa__Z11contractionIdEvPKT_S2_PS0_iii_l18"
"accumulate_log_probs(float *, const float *, const int *, int, int)",10830188679.25,0.0,2.237087325785151,0.0,24228077830.211998,3392.0,"(1024, 1, 1)","(8, 1, 1)","NVIDIA GeForce RTX 3080",107240.0,31615566037.735847,2.919207317071899,"logprob-cuda","1024 8 50257 100","accumulate_log_probs"
"accumulate_log_probs(float *, const float *, const int *, int, int)",11358490566.04,0.0,2.132738588898018,0.0,24224691141.827602,3392.0,"(1024, 1, 1)","(8, 1, 1)","NVIDIA GeForce RTX 3080",107240.0,31615566037.735847,2.7834302325575844,"logprob-cuda","1024 8 50257 100","accumulate_log_probs"
"void log_probs_kernel<float>(float *, const T1 *, const int *, const int *, int, int, int, int)",644057232438.35,0.0,1.512704440743153,0.0,974268235602.237,5143936.0,"(1024, 1, 1)","(1023, 8, 1)","NVIDIA GeForce RTX 3080",3416754528.0,664229595391.5446,1.0313207614746032,"logprob-cuda","1024 8 50257 100","log_probs_kernel"
"void log_probs_kernel<float>(float *, const T1 *, const int *, const int *, int, int, int, int)",641744435921.9,0.0,1.5218338967049063,0.0,976628435607.7172,5131488.0,"(1024, 1, 1)","(1023, 8, 1)","NVIDIA GeForce RTX 3080",3416754528.0,665840888256.9734,1.0375483619121022,"logprob-cuda","1024 8 50257 100","log_probs_kernel"
"bc_kernel(float *, const int *, const int *, const int *, int, int, const int *, const unsigned long long *, const float *, const int *, const int *, const int *, const int *, int *, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, int, int, int *, int *, const int *, bool)",70847729694.38,0.0,0.19233447020913813,0.0,13626460556.288801,455376928.0,"(1024, 1, 1)","(68, 1, 1)","NVIDIA GeForce RTX 3080",178887480120.0,392833868210.3806,5.544762971304388,"hbc-cuda","-i ./graphs/breast_coexpress.txt -v --printscores=output.txt","bc_kernel"
"__omp_offloading_10309_2fc58f6_main_l123",717747002672.02,0.0,0.5422182829741535,0.0,389175547398.6679,6443072.0,"(256, 1, 1)","(3200, 1, 1)","NVIDIA GeForce RTX 3080",6402137856.0,993646797055.8143,1.384396999718115,"rtm8-omp","100","__omp_offloading_10309_2fc58f6_main_l123"
"__omp_offloading_10309_2fc58f6_main_l123",717464602862.59,0.0,0.539415377055914,0.0,387011439277.39557,6479168.0,"(256, 1, 1)","(3200, 1, 1)","NVIDIA GeForce RTX 3080",6402137856.0,988111105623.438,1.3772262794303773,"rtm8-omp","100","__omp_offloading_10309_2fc58f6_main_l123"
"void bilateralFilter<3>(const float *, float *, int, int, float, float, float)",33889603880.36,0.0,238.17614158426133,0.0,8071695092043.155,989600.0,"(16, 16, 1)","(185, 90, 1)","NVIDIA GeForce RTX 3080",1399555638.0,1414263983427.6475,41.731499383126575,"bilateral-cuda","2960 1440 0.5 0.5 1000","bilateralFilter"
"void bilateralFilter<3>(const float *, float *, int, int, float, float, float)",34225240081.48,0.0,235.82527786703275,0.0,8071176752280.928,989664.0,"(16, 16, 1)","(185, 90, 1)","NVIDIA GeForce RTX 3080",1399555638.0,1414172525220.6807,41.319579405548694,"bilateral-cuda","2960 1440 0.5 0.5 1000","bilateralFilter"
"__omp_offloading_10309_2fc3673_main_l194",10286195500.94,0.0,806.9716256092781,0.0,8300667904728.3955,27093312.0,"(128, 1, 1)","(27000, 1, 1)","NVIDIA GeForce RTX 3080",29353011896.0,1083404343330.1915,105.3260501641433,"lavaMD-omp","-boxes1d 30","__omp_offloading_10309_2fc3673_main_l194"
"__omp_offloading_10309_2fc5305__Z6masterfPfS_S_S_PdS0_S0__l54",2565982404.69,0.005598660714291057,0.0391906250000374,14366064.8827,100562454.1789,43648.0,"(2, 1, 1)","(2, 1, 1)","NVIDIA GeForce RTX 3080",414.0,9484970.674486803,0.0036964285714315703,"myocyte-omp","-time 100","__omp_offloading_10309_2fc5305__Z6masterfPfS_S_S_PdS0_S0__l54"
"__omp_offloading_10309_2fc5305__Z6masterfPfS_S_S_PdS0_S0__l54",2519823788.55,0.005690195221448712,0.03983136655014099,14338289.2805,100368024.96350001,43584.0,"(2, 1, 1)","(2, 1, 1)","NVIDIA GeForce RTX 3080",414.0,9498898.678414097,0.00376966783216223,"myocyte-omp","-time 100","__omp_offloading_10309_2fc5305__Z6masterfPfS_S_S_PdS0_S0__l54"
"__omp_offloading_10309_2fc5ffe__Z3sumiiPKfiPjPVf_l15",15090647878.91,0.0,22.424746593678584,0.0,338403954618.99,2784224.0,"(256, 1, 1)","(39063, 1, 1)","NVIDIA GeForce RTX 3080",1062716577.0,381692197538.7038,25.293294270827126,"threadfence-omp","100 10000000","__omp_offloading_10309_2fc5ffe__Z3sumiiPKfiPjPVf_l15"
"__omp_offloading_10309_2fc5ffe__Z3sumiiPKfiPjPVf_l15",22370986178.95,0.0,15.197360960537134,0.0,339979952004.69055,2771424.0,"(256, 1, 1)","(39063, 1, 1)","NVIDIA GeForce RTX 3080",1062751340.0,383467610874.40967,17.141292199055304,"threadfence-omp","100 10000000","__omp_offloading_10309_2fc5ffe__Z3sumiiPKfiPjPVf_l15"
"reduce(float *, double *, unsigned long, unsigned long)",1346801346.8,10.281842830874352,0.0,13847599772.2075,0.0,9504.0,"(256, 1, 1)","(512, 1, 1)","NVIDIA GeForce RTX 3080",2236416.0,235313131313.1313,174.7200000001747,"graphExecution-cuda","","reduce"
"reduceFinal(double *, double *, unsigned long)",2420168067.23,0.09819552951390753,0.0,237649684.8743,0.0,3808.0,"(256, 1, 1)","(1, 1, 1)","NVIDIA GeForce RTX 3080",9826.0,2580357142.857143,1.0661892361097414,"graphExecution-cuda","","reduce"
"reduceFinal(double *, double *, unsigned long)",2588235294.12,0.09223518668841388,0.0,238726365.5467,0.0,3808.0,"(256, 1, 1)","(1, 1, 1)","NVIDIA GeForce RTX 3080",9826.0,2580357142.857143,0.9969561688302626,"graphExecution-cuda","","reduceFinal"
"reduceFinal(double *, double *, unsigned long)",2352941176.47,0.10077232142871771,0.0,237111344.53810003,0.0,3808.0,"(256, 1, 1)","(1, 1, 1)","NVIDIA GeForce RTX 3080",9826.0,2580357142.857143,1.09665178571456,"graphExecution-cuda","","reduceFinal"
"__omp_offloading_10309_2fc5739__Z16findRadixOffsetsPjS_S_jj_l92",347284634760.71,0.0,0.0,0.0,0.0,63520.0,"(128, 1, 1)","(16384, 1, 1)","NVIDIA GeForce RTX 3080",66952298.0,1054034918136.0201,3.035075015231478,"radixsort-omp","1000","__omp_offloading_10309_2fc5739__Z16findRadixOffsetsPjS_S_jj_l92"
"__omp_offloading_10309_2fc5739__Z16findRadixOffsetsPjS_S_jj_l92",315359193954.66,0.0,0.0,0.0,0.0,63520.0,"(128, 1, 1)","(16384, 1, 1)","NVIDIA GeForce RTX 3080",66952301.0,1054034965365.2393,3.34233149237685,"radixsort-omp","1000","__omp_offloading_10309_2fc5739__Z16findRadixOffsetsPjS_S_jj_l92"
"__omp_offloading_10309_2fc5739__Z23radixSortBlocksKeysOnlyPjS_jjj_l31",247375907111.76,0.0,0.0,0.0,0.0,132288.0,"(128, 1, 1)","(8192, 1, 1)","NVIDIA GeForce RTX 3080",310436497.0,2346671633103.5312,9.486257819130895,"radixsort-omp","1000","__omp_offloading_10309_2fc5739__Z23radixSortBlocksKeysOnlyPjS_jjj_l31"
"__omp_offloading_10309_2fc5739__Z23radixSortBlocksKeysOnlyPjS_jjj_l31",247126481257.56,0.0,0.0,0.0,0.0,132320.0,"(128, 1, 1)","(8192, 1, 1)","NVIDIA GeForce RTX 3080",310439100.0,2346123790810.157,9.493615491433237,"radixsort-omp","1000","__omp_offloading_10309_2fc5739__Z23radixSortBlocksKeysOnlyPjS_jjj_l31"
"__omp_offloading_10309_2fc573c__Z13uniformUpdatePjS_j_l82",269095238095.24,0.0,0.0,0.0,0.0,5376.0,"(256, 1, 1)","(256, 1, 1)","NVIDIA GeForce RTX 3080",918528.0,170857142857.14282,0.6349318704653998,"radixsort-omp","1000","__omp_offloading_10309_2fc573c__Z13uniformUpdatePjS_j_l82"
"__omp_offloading_10309_2fc573c__Z13uniformUpdatePjS_j_l82",257283018867.92,0.0,0.0,0.0,0.0,5088.0,"(256, 1, 1)","(256, 1, 1)","NVIDIA GeForce RTX 3080",918528.0,180528301886.79245,0.701672044587868,"radixsort-omp","1000","__omp_offloading_10309_2fc573c__Z13uniformUpdatePjS_j_l82"
"__omp_offloading_10309_2fc573c__Z19scanExclusiveLocal1PjS_jj_l26",227851162790.7,0.0,0.0,0.0,0.0,6880.0,"(256, 1, 1)","(256, 1, 1)","NVIDIA GeForce RTX 3080",3267072.0,474865116279.06976,2.0841022291173132,"radixsort-omp","1000","__omp_offloading_10309_2fc573c__Z19scanExclusiveLocal1PjS_jj_l26"
"__omp_offloading_10309_2fc573c__Z19scanExclusiveLocal1PjS_jj_l26",216810810810.81,0.0,0.0,0.0,0.0,7104.0,"(256, 1, 1)","(256, 1, 1)","NVIDIA GeForce RTX 3080",3267072.0,459891891891.8919,2.1211667913238674,"radixsort-omp","1000","__omp_offloading_10309_2fc573c__Z19scanExclusiveLocal1PjS_jj_l26"
"__omp_offloading_10309_2fc573c__Z19scanExclusiveLocal2PjS_S_jj_l57",5159420289.86,0.0,0.0,0.0,0.0,4416.0,"(256, 1, 1)","(1, 1, 1)","NVIDIA GeForce RTX 3080",11994.0,2716032608.695652,0.526422050561295,"radixsort-omp","1000","__omp_offloading_10309_2fc573c__Z19scanExclusiveLocal2PjS_S_jj_l57"
"__omp_offloading_10309_2fc573c__Z19scanExclusiveLocal2PjS_S_jj_l57",4964539007.09,0.0,0.0,0.0,0.0,4512.0,"(256, 1, 1)","(1, 1, 1)","NVIDIA GeForce RTX 3080",11994.0,2658244680.8510637,0.5354464285716657,"radixsort-omp","1000","__omp_offloading_10309_2fc573c__Z19scanExclusiveLocal2PjS_S_jj_l57"
"__omp_offloading_10309_2fc5739__Z19reorderDataKeysOnlyPjS_S_S_S_jj_l173",650351126927.64,0.0,0.0,0.0,0.0,53952.0,"(128, 1, 1)","(16384, 1, 1)","NVIDIA GeForce RTX 3080",60342272.0,1118443653618.0308,1.7197535412935052,"radixsort-omp","1000","__omp_offloading_10309_2fc5739__Z19reorderDataKeysOnlyPjS_S_S_S_jj_l173"
"__omp_offloading_10309_2fc5739__Z19reorderDataKeysOnlyPjS_S_S_S_jj_l173",652563950029.74,0.0,0.0,0.0,0.0,53792.0,"(128, 1, 1)","(16384, 1, 1)","NVIDIA GeForce RTX 3080",60342272.0,1121770374776.9185,1.719019836639451,"radixsort-omp","1000","__omp_offloading_10309_2fc5739__Z19reorderDataKeysOnlyPjS_S_S_S_jj_l173"
"__omp_offloading_10309_2fc36a2_main_l98",94146533613.45,0.0,0.0,0.0,0.0,731136.0,"(256, 1, 1)","(16, 1, 1)","NVIDIA GeForce RTX 3080",18939904.0,25904761904.7619,0.27515364517957236,"layout-omp","1000","__omp_offloading_10309_2fc36a2_main_l98"
"__omp_offloading_10309_2fc36a2_main_l98",94380181205.41,0.0,0.0,0.0,0.0,731104.0,"(256, 1, 1)","(16, 1, 1)","NVIDIA GeForce RTX 3080",18939904.0,25905895741.235172,0.27448448827252525,"layout-omp","1000","__omp_offloading_10309_2fc36a2_main_l98"
"__omp_offloading_10309_2fc36a2_main_l143",308855215956.38,0.0,0.0,0.0,0.0,223008.0,"(256, 1, 1)","(16, 1, 1)","NVIDIA GeForce RTX 3080",18939904.0,84929258143.20561,0.2749808122236805,"layout-omp","1000","__omp_offloading_10309_2fc36a2_main_l143"
"__omp_offloading_10309_2fc36a2_main_l143",312684804630.97,0.0,0.0,0.0,0.0,221120.0,"(256, 1, 1)","(16, 1, 1)","NVIDIA GeForce RTX 3080",18939904.0,85654413892.90881,0.2739321278947277,"layout-omp","1000","__omp_offloading_10309_2fc36a2_main_l143"
"device_chain_tiled(return_dt *, const anchor_dt *, const control_dt *, int *, int *, int, int, int)",19154992252.37,0.0,1.5887278914570282,0.0,30432070451.983498,1610816.0,"(64, 1, 1)","(1792, 1, 1)","NVIDIA GeForce RTX 3080",3383959383.0,2100773386283.722,109.67236940666466,"minimap2-cuda","../minimap2-sycl/in-1k.txt kernel-out.txt","device_chain_tiled"
"device_chain_tiled(return_dt *, const anchor_dt *, const control_dt *, int *, int *, int, int, int)",19401637053.3,0.0,0.984382285675813,0.0,19098627828.379997,1602880.0,"(64, 1, 1)","(1792, 1, 1)","NVIDIA GeForce RTX 3080",3107854905.0,1938919260955.2803,99.93585879525007,"minimap2-cuda","../minimap2-sycl/in-1k.txt kernel-out.txt","device_chain_tiled"
"void contraction<float>(const T1 *, const T1 *, T1 *, int, int, int)",99042276445.44,0.0,6.49740599165939,0.0,643517880404.1875,309771360.0,"(256, 1, 1)","(5184, 1, 1)","NVIDIA GeForce RTX 3080",227778641782.0,735312140483.2261,7.424224955979195,"contract-cuda","64 5","contraction"
"void contraction<float>(const T1 *, const T1 *, T1 *, int, int, int)",100002444591.98,0.0,6.418860436867409,0.0,641901735181.4856,310549984.0,"(256, 1, 1)","(5184, 1, 1)","NVIDIA GeForce RTX 3080",227778641782.0,733468534913.8514,7.334506050391834,"contract-cuda","64 5","contraction"
"hessian_matrix_det(const float *, int, int, float, float *)",145543147208.12,0.0,7.366092582851437,0.0,1072084297134.5875,12608.0,"(256, 1, 1)","(1200, 1, 1)","NVIDIA GeForce RTX 3080",47919358.0,3800710501269.0356,26.11397770472968,"doh-cuda","480 640 100","hessian_matrix_det"
"hessian_matrix_det(const float *, int, int, float, float *)",143502538071.07,0.0,7.470780138085253,0.0,1072075911186.1726,12608.0,"(256, 1, 1)","(1200, 1, 1)","NVIDIA GeForce RTX 3080",47919358.0,3800710501269.0356,26.485319021930636,"doh-cuda","480 640 100","hessian_matrix_det"
"__omp_offloading_10309_2f0563f__Z6conv1dIsEvPKT_S2_PS0_ii_l25",105331658701.7,0.0,0.0,0.0,0.0,5095648.0,"(256, 1, 1)","(3200, 1, 1)","NVIDIA GeForce RTX 3080",10615193590.0,2083188161741.1562,19.777417230661484,"convolution1D-omp","134217728 1000","__omp_offloading_10309_2f0563f__Z6conv1dIsEvPKT_S2_PS0_ii_l25"
"__omp_offloading_10309_2f0563f__Z6conv1dIsEvPKT_S2_PS0_ii_l25",105361308114.15,0.0,0.0,0.0,0.0,5094112.0,"(256, 1, 1)","(3200, 1, 1)","NVIDIA GeForce RTX 3080",10615193590.0,2083816294184.3445,19.777813425842314,"convolution1D-omp","134217728 1000","__omp_offloading_10309_2f0563f__Z6conv1dIsEvPKT_S2_PS0_ii_l25"
"__omp_offloading_10309_2f0563f__Z6conv1dIfEvPKT_S2_PS0_ii_l25",206317942702.13,0.0,0.7452651809684049,0.0,153761578904.93192,5237472.0,"(256, 1, 1)","(3200, 1, 1)","NVIDIA GeForce RTX 3080",9809887226.0,1873019507502.8564,9.07831613175309,"convolution1D-omp","134217728 1000","__omp_offloading_10309_2f0563f__Z6conv1dIfEvPKT_S2_PS0_ii_l25"
"__omp_offloading_10309_2f0563f__Z6conv1dIfEvPKT_S2_PS0_ii_l25",205593236330.22,0.0,0.7499405717717611,0.0,154182709205.892,5223200.0,"(256, 1, 1)","(3200, 1, 1)","NVIDIA GeForce RTX 3080",9809887226.0,1878137392020.2173,9.135210017335337,"convolution1D-omp","134217728 1000","__omp_offloading_10309_2f0563f__Z6conv1dIfEvPKT_S2_PS0_ii_l25"
"__omp_offloading_10309_2f0563f__Z12conv1d_tiledIdEvPKT_S2_PS0_ii_l45",252214083786.95,0.3750834061816874,0.0,94601317633.8027,0.0,8512256.0,"(256, 1, 1)","(524288, 1, 1)","NVIDIA GeForce RTX 3080",8865185790.0,1041461369347.9142,4.129275232019383,"convolution1D-omp","134217728 1000","__omp_offloading_10309_2f0563f__Z12conv1d_tiledIdEvPKT_S2_PS0_ii_l45"
"__omp_offloading_10309_2f0563f__Z12conv1d_tiledIdEvPKT_S2_PS0_ii_l45",252674658010.84,0.3746274995793565,0.0,94658875337.67,0.0,8507872.0,"(256, 1, 1)","(524288, 1, 1)","NVIDIA GeForce RTX 3080",8865185790.0,1041998021361.8633,4.1238722931888185,"convolution1D-omp","134217728 1000","__omp_offloading_10309_2f0563f__Z12conv1d_tiledIdEvPKT_S2_PS0_ii_l45"
"__omp_offloading_10309_2f0563f__Z12conv1d_tiledIfEvPKT_S2_PS0_ii_l45",150350480124.81,0.0,0.7356217101210901,0.0,110601077306.9397,7281440.0,"(256, 1, 1)","(524288, 1, 1)","NVIDIA GeForce RTX 3080",8597274622.0,1180710769023.7095,7.853056192727616,"convolution1D-omp","134217728 1000","__omp_offloading_10309_2f0563f__Z12conv1d_tiledIfEvPKT_S2_PS0_ii_l45"
"__omp_offloading_10309_2f0563f__Z12conv1d_tiledIfEvPKT_S2_PS0_ii_l45",150156871190.18,0.0,0.7365971726462431,0.0,110605126772.09271,7281184.0,"(256, 1, 1)","(524288, 1, 1)","NVIDIA GeForce RTX 3080",8597274622.0,1180752281771.7556,7.8634582114879255,"convolution1D-omp","134217728 1000","__omp_offloading_10309_2f0563f__Z12conv1d_tiledIfEvPKT_S2_PS0_ii_l45"
"__omp_offloading_10309_2f0563f__Z6conv1dIdEvPKT_S2_PS0_ii_l25",371071327867.13,0.3749599586178734,0.0,139136889741.3384,0.0,5787808.0,"(256, 1, 1)","(3200, 1, 1)","NVIDIA GeForce RTX 3080",10078322680.0,1741302178648.6353,4.692634671229962,"convolution1D-omp","134217728 1000","__omp_offloading_10309_2f0563f__Z6conv1dIdEvPKT_S2_PS0_ii_l25"
"__omp_offloading_10309_2f0563f__Z6conv1dIdEvPKT_S2_PS0_ii_l25",371141911780.98,0.37517227662024183,0.0,139242155992.0592,0.0,5783424.0,"(256, 1, 1)","(3200, 1, 1)","NVIDIA GeForce RTX 3080",10078322680.0,1742622135261.0493,4.695298698276399,"convolution1D-omp","134217728 1000","__omp_offloading_10309_2f0563f__Z6conv1dIdEvPKT_S2_PS0_ii_l25"
"__omp_offloading_10309_2f0563f__Z20conv1d_tiled_cachingIdEvPKT_S2_PS0_ii_l88",278581133767.64,0.37507276651874744,0.0,104488196542.15799,0.0,7706976.0,"(256, 1, 1)","(524288, 1, 1)","NVIDIA GeForce RTX 3080",10467934199.0,1358241442428.2622,4.87556865053593,"convolution1D-omp","134217728 1000","__omp_offloading_10309_2f0563f__Z20conv1d_tiled_cachingIdEvPKT_S2_PS0_ii_l88"
"__omp_offloading_10309_2f0563f__Z20conv1d_tiled_cachingIdEvPKT_S2_PS0_ii_l88",281610625498.54,0.3712428320372458,0.0,104545926141.8582,0.0,7702528.0,"(256, 1, 1)","(524288, 1, 1)","NVIDIA GeForce RTX 3080",10467934199.0,1359025789844.5808,4.825903807566475,"convolution1D-omp","134217728 1000","__omp_offloading_10309_2f0563f__Z20conv1d_tiled_cachingIdEvPKT_S2_PS0_ii_l88"
"__omp_offloading_10309_2f0563f__Z12conv1d_tiledIsEvPKT_S2_PS0_ii_l45",68237785400.67,0.0,0.0,0.0,0.0,7864032.0,"(256, 1, 1)","(524288, 1, 1)","NVIDIA GeForce RTX 3080",10073145342.0,1280913574868.4644,18.771323942407538,"convolution1D-omp","134217728 1000","__omp_offloading_10309_2f0563f__Z12conv1d_tiledIsEvPKT_S2_PS0_ii_l45"
"__omp_offloading_10309_2f0563f__Z12conv1d_tiledIsEvPKT_S2_PS0_ii_l45",68255887487.64,0.0,0.0,0.0,0.0,7863456.0,"(256, 1, 1)","(524288, 1, 1)","NVIDIA GeForce RTX 3080",10073145342.0,1281007402088.8523,18.7677202544736,"convolution1D-omp","134217728 1000","__omp_offloading_10309_2f0563f__Z12conv1d_tiledIsEvPKT_S2_PS0_ii_l45"
"__omp_offloading_10309_2f0563f__Z20conv1d_tiled_cachingIfEvPKT_S2_PS0_ii_l88",156596999048.21,0.0,0.7497509478525607,0.0,117408748467.262,6858624.0,"(256, 1, 1)","(524288, 1, 1)","NVIDIA GeForce RTX 3080",10603200502.0,1545966144521.1167,9.872259072124205,"convolution1D-omp","134217728 1000","__omp_offloading_10309_2f0563f__Z20conv1d_tiled_cachingIfEvPKT_S2_PS0_ii_l88"
"__omp_offloading_10309_2f0563f__Z20conv1d_tiled_cachingIfEvPKT_S2_PS0_ii_l88",156460165924.76,0.0,0.7505519795424895,0.0,117431487254.375,6858048.0,"(256, 1, 1)","(524288, 1, 1)","NVIDIA GeForce RTX 3080",10603200502.0,1546095988537.8462,9.881722797618322,"convolution1D-omp","134217728 1000","__omp_offloading_10309_2f0563f__Z20conv1d_tiled_cachingIfEvPKT_S2_PS0_ii_l88"
"rainflow_count(const double *, const int *, double *, int *, double3 *, int *, int)",192308503595.01,0.016410663121682618,0.0,3155910067.9326,0.0,52441632.0,"(256, 1, 1)","(391, 1, 1)","NVIDIA GeForce RTX 3080",1159514094.0,22110564636.89002,0.11497445106979523,"rainflow-cuda","100000 100","rainflow_count"
"rainflow_count(const double *, const int *, double *, int *, double3 *, int *, int)",192306459289.36,0.01638153207968922,0.0,3150274431.9800997,0.0,52376288.0,"(256, 1, 1)","(391, 1, 1)","NVIDIA GeForce RTX 3080",1159514094.0,22138149500.018024,0.11511911550878881,"rainflow-cuda","100000 100","rainflow_count"
"void kernel<float, 1, 16, 96, 3, 4, 16>(T1, T1, int, int, const T1 *, const T1 *, T1 *, T1 *)",395861857252.49,0.0,5.203711652476962,0.0,2059950959355.954,41696.0,"(16, 16, 1)","(103, 12, 1)","NVIDIA GeForce RTX 3080",55438672.0,1329592095165.0037,3.3587274722377676,"tsa-cuda","1024 1024 100","kernel"
"void kernel<float, 1, 16, 96, 3, 4, 16>(T1, T1, int, int, const T1 *, const T1 *, T1 *, T1 *)",388356979405.03,0.0,5.271902422764399,0.0,2047380100622.8418,41952.0,"(16, 16, 1)","(103, 12, 1)","NVIDIA GeForce RTX 3080",55438672.0,1321478642257.8184,3.402742096414355,"tsa-cuda","1024 1024 100","kernel"
"__omp_offloading_10309_2fc52d8_main_l185",195129339455.77,0.0,0.0,0.0,0.0,3582016.0,"(256, 1, 1)","(391, 1, 1)","NVIDIA GeForce RTX 3080",2227448174.0,621842050398.4348,3.186819840280287,"murmurhash3-omp","100000 100","__omp_offloading_10309_2fc52d8_main_l185"
"__omp_offloading_10309_2fc52d8_main_l185",193887207310.11,0.0,0.0,0.0,0.0,3586048.0,"(256, 1, 1)","(391, 1, 1)","NVIDIA GeForce RTX 3080",2227448174.0,621142877619.0391,3.203630018898366,"murmurhash3-omp","100000 100","__omp_offloading_10309_2fc52d8_main_l185"
"__omp_offloading_10309_2f06c0f_main_l932",136343558282.21,0.0,0.08927830529995387,0.0,12172521822.0012,5216.0,"(256, 1, 1)","(41, 1, 1)","NVIDIA GeForce RTX 3080",927590.0,177835506134.9693,1.3043190919726284,"easyWave-omp","-grid ./data/grids/e2Asean.grd -source ./data/faults/BengkuluSept2007.flt -time 120","__omp_offloading_10309_2f06c0f_main_l932"
"__omp_offloading_10309_2f06c0f_main_l932",110536585365.85,0.0,0.11353344963571373,0.0,12549599847.537502,5248.0,"(256, 1, 1)","(42, 1, 1)","NVIDIA GeForce RTX 3080",955372.0,182044969512.1951,1.646920509708792,"easyWave-omp","-grid ./data/grids/e2Asean.grd -source ./data/faults/BengkuluSept2007.flt -time 120","__omp_offloading_10309_2f06c0f_main_l932"
"__omp_offloading_10309_2f06c0f_main_l881",8076190476.19,0.0,0.0,0.0,0.0,3360.0,"(1, 1, 1)","(1, 1, 1)","NVIDIA GeForce RTX 3080",26.0,7738095.238095238,0.0009581367924528867,"easyWave-omp","-grid ./data/grids/e2Asean.grd -source ./data/faults/BengkuluSept2007.flt -time 120","__omp_offloading_10309_2f06c0f_main_l881"
"__omp_offloading_10309_2f06c0f_main_l881",8155339805.83,0.0,0.0,0.0,0.0,3296.0,"(1, 1, 1)","(1, 1, 1)","NVIDIA GeForce RTX 3080",26.0,7888349.514563106,0.0009672619047613405,"easyWave-omp","-grid ./data/grids/e2Asean.grd -source ./data/faults/BengkuluSept2007.flt -time 120","__omp_offloading_10309_2f06c0f_main_l881"
"__omp_offloading_10309_2f06c0f_main_l947",309080654.26,0.0,0.0,0.0,0.0,56736.0,"(1, 1, 1)","(1, 1, 1)","NVIDIA GeForce RTX 3080",647.0,11403694.303440496,0.036895529196879655,"easyWave-omp","-grid ./data/grids/e2Asean.grd -source ./data/faults/BengkuluSept2007.flt -time 120","__omp_offloading_10309_2f06c0f_main_l947"
